,日期Date,指数代码Index Code,指数名称Index Name,指数英文名称Index Name(Eng.),成分券代码Constituent Code,成分券名称Constituent Name,成分券英文名称Constituent Name(Eng.),交易所Exchange,权重(%)Weight(%)
230,2020-12-31,300,沪深300,CSI 300,2050,三花智控,"ZHEJIANG SANHUA INTELLIGENT CONTROLS CO.,LTD.",SHZ,0.23
231,2020-12-31,300,沪深300,CSI 300,2120,韵达股份,"YUNDA Holding CO., Ltd.",SHZ,0.09
232,2020-12-31,300,沪深300,CSI 300,2129,中环股份,"Tianjin Zhonghuan Semiconductor Co., Ltd.",SHZ,0.24
233,2020-12-31,300,沪深300,CSI 300,2142,宁波银行,Bank of Ningbo Co Ltd,SHZ,0.54
234,2020-12-31,300,沪深300,CSI 300,2146,荣盛发展,Risesun Real Estate Development Co Ltd,SHZ,0.06
235,2020-12-31,300,沪深300,CSI 300,2153,石基信息,Beijing Shiji Information Technology Co Ltd,SHZ,0.05
236,2020-12-31,300,沪深300,CSI 300,2157,正邦科技,Jiangxi Zhengbang Technology Co Ltd,SHZ,0.11
237,2020-12-31,300,沪深300,CSI 300,2179,中航光电,"AVIC Jonhon Optronic Technology Co.,Ltd.",SHZ,0.22
238,2020-12-31,300,沪深300,CSI 300,2202,金风科技,Xinjiang Goldwind Science & Technology Co Ltd,SHZ,0.2
239,2020-12-31,300,沪深300,CSI 300,2230,科大讯飞,"Iflytek Co.,Ltd.",SHZ,0.37
240,2020-12-31,300,沪深300,CSI 300,2236,大华股份,Zhejiang Dahua Technology Co Ltd,SHZ,0.18
241,2020-12-31,300,沪深300,CSI 300,2241,歌尔股份,GoerTek Inc,SHZ,0.43
242,2020-12-31,300,沪深300,CSI 300,2252,上海莱士,Shanghai RAAS Blood Products Co Ltd,SHZ,0.1
243,2020-12-31,300,沪深300,CSI 300,2271,东方雨虹,Beijing Oriental Yuhong Waterproof Technology Co Ltd,SHZ,0.33
244,2020-12-31,300,沪深300,CSI 300,2304,洋河股份,Jiangsu Yanghe Brewery Joint-Stock Co Ltd,SHZ,0.73
245,2020-12-31,300,沪深300,CSI 300,2311,海大集团,Guangdong Haid Group Co Ltd,SHZ,0.27
246,2020-12-31,300,沪深300,CSI 300,2352,顺丰控股,"S.F. Holding Co., Ltd.",SHZ,0.82
247,2020-12-31,300,沪深300,CSI 300,2371,北方华创,"NAURA Technology Group Co.,Ltd.",SHZ,0.23
248,2020-12-31,300,沪深300,CSI 300,2384,东山精密,Suzhou Dongshan Precision Manufacturing Co Ltd,SHZ,0.16
249,2020-12-31,300,沪深300,CSI 300,2410,广联达,Glodon Software Co Ltd,SHZ,0.38
250,2020-12-31,300,沪深300,CSI 300,2414,高德红外,Wuhan Guide Infrared Co Ltd,SHZ,0.14
251,2020-12-31,300,沪深300,CSI 300,2415,海康威视,Hangzhou Hikvision Digital Technology Co Ltd,SHZ,0.92
252,2020-12-31,300,沪深300,CSI 300,2422,科伦药业,Sichuan Kelun Pharmaceutical Co Ltd,SHZ,0.1
253,2020-12-31,300,沪深300,CSI 300,2456,欧菲光,"OFILM Group Co., Ltd.",SHZ,0.15
254,2020-12-31,300,沪深300,CSI 300,2460,赣锋锂业,Ganfeng Lithium Co Ltd,SHZ,0.4
255,2020-12-31,300,沪深300,CSI 300,2463,沪电股份,Wus Printed Circuit (Kunshan) Co Ltd,SHZ,0.12
256,2020-12-31,300,沪深300,CSI 300,2475,立讯精密,"Luxshare Precision Industry Co., Ltd.",SHZ,1.2
257,2020-12-31,300,沪深300,CSI 300,2493,荣盛石化,Rongsheng Petro Chemical Co Ltd,SHZ,0.29
258,2020-12-31,300,沪深300,CSI 300,2508,老板电器,Hangzhou Robam Appliances Co Ltd,SHZ,0.1
259,2020-12-31,300,沪深300,CSI 300,2555,三七互娱,"WUHU SANQI INTERACTIVE ENTERTAINMENT NETWORK TECHNOLOGY GROUP CO.,LTD.",SHZ,0.2
260,2020-12-31,300,沪深300,CSI 300,2558,巨人网络,"Giant Network Group Co., Ltd.",SHZ,0.07
261,2020-12-31,300,沪深300,CSI 300,2594,比亚迪,BYD Co Ltd,SHZ,0.9
262,2020-12-31,300,沪深300,CSI 300,2600,领益智造,LINGYI iTECH (GUANGDONG) COMPANY,SHZ,0.17
263,2020-12-31,300,沪深300,CSI 300,2601,龙蟒佰利,"Lomon Billions Group Co., Ltd.",SHZ,0.19
264,2020-12-31,300,沪深300,CSI 300,2602,世纪华通,"ZHEJIANG CENTURY HUATONG GROUP CO., LTD",SHZ,0.14
265,2020-12-31,300,沪深300,CSI 300,2607,中公教育,"Offcn Education Technology Co., Ltd.",SHZ,0.12
266,2020-12-31,300,沪深300,CSI 300,2624,完美世界,"Perfect World Co., Ltd.",SHZ,0.18
267,2020-12-31,300,沪深300,CSI 300,2673,西部证券,"WESTERN SECURITIES CO., LTD",SHZ,0.09
268,2020-12-31,300,沪深300,CSI 300,2714,牧原股份,"Muyuan Foodstuff Co., Ltd",SHZ,0.74
269,2020-12-31,300,沪深300,CSI 300,2736,国信证券,"GUOSEN SECURITIES CO., LTD.",SHZ,0.2
270,2020-12-31,300,沪深300,CSI 300,2739,万达电影,"WANDA FILM HOLDING CO., LTD",SHZ,0.08
271,2020-12-31,300,沪深300,CSI 300,2773,康弘药业,"Chengdu Kanghong Pharmaceutical Group Co., Ltd",SHZ,0.09
272,2020-12-31,300,沪深300,CSI 300,2812,恩捷股份,"Yunnan Energy New Material Co., Ltd.",SHZ,0.32
273,2020-12-31,300,沪深300,CSI 300,2821,凯莱英,"Asymchem Laboratories (Tianjin) Co., Ltd.",SHZ,0.22
274,2020-12-31,300,沪深300,CSI 300,2841,视源股份,Guangzhou Shiyuan Electronic Technology Company Limited,SHZ,0.2
275,2020-12-31,300,沪深300,CSI 300,2916,深南电路,"Shennan Circuits Co., Ltd.",SHZ,0.11
276,2020-12-31,300,沪深300,CSI 300,2938,鹏鼎控股,"Avary Holding (Shenzhen) Co., Limited",SHZ,0.18
277,2020-12-31,300,沪深300,CSI 300,2939,长城证券,"CHINA GREAT WALL SECURITIES CO., LTD.",SHZ,0.06
278,2020-12-31,300,沪深300,CSI 300,2945,华林证券,"ChinaLin Securities Co., Ltd.",SHZ,0.02
279,2020-12-31,300,沪深300,CSI 300,2958,青农商行,Qingdao Rural Commercial Bank Corporation,SHZ,0.07
280,2020-12-31,300,沪深300,CSI 300,3816,中国广核,"CGN Power Co., Ltd.",SHZ,0.17
281,2020-12-31,300,沪深300,CSI 300,300003,乐普医疗,Lepu Medical Technology (Beijing) Co Ltd,SHZ,0.18
282,2020-12-31,300,沪深300,CSI 300,300014,亿纬锂能,Eve Energy Co Ltd,SHZ,0.47
283,2020-12-31,300,沪深300,CSI 300,300015,爱尔眼科,Aier Eye Hospital Group Co Ltd,SHZ,0.63
284,2020-12-31,300,沪深300,CSI 300,300033,同花顺,"Hithink Royalflush Information Network Co.,Ltd.",SHZ,0.14
285,2020-12-31,300,沪深300,CSI 300,300059,东方财富,East Money Information Co Ltd,SHZ,1.09
286,2020-12-31,300,沪深300,CSI 300,300122,智飞生物,Chongqing Zhifei Biological Products Co Ltd,SHZ,0.48
287,2020-12-31,300,沪深300,CSI 300,300124,汇川技术,Shenzhen Inovance Technology Co Ltd,SHZ,0.49
288,2020-12-31,300,沪深300,CSI 300,300136,信维通信,Shenzhen Sunway Communication Co Ltd,SHZ,0.14
289,2020-12-31,300,沪深300,CSI 300,300142,沃森生物,Walvax Biotechnology Co Ltd,SHZ,0.3
290,2020-12-31,300,沪深300,CSI 300,300144,宋城演艺,"SONGCHENG PERFORMANCE DEVELOPMENT CO., LTD.",SHZ,0.14
291,2020-12-31,300,沪深300,CSI 300,300347,泰格医药,"Hangzhou Tigermed Consulting Co., Ltd.",SHZ,0.43
292,2020-12-31,300,沪深300,CSI 300,300408,三环集团,"CHAOZHOU THREE-CIRCLE(GROUP)CO.,LTD",SHZ,0.21
293,2020-12-31,300,沪深300,CSI 300,300413,芒果超媒,"Mango Excellent Media Co., Ltd.",SHZ,0.26
294,2020-12-31,300,沪深300,CSI 300,300433,蓝思科技,"Lens Technology Co., Ltd.",SHZ,0.21
295,2020-12-31,300,沪深300,CSI 300,300498,温氏股份,"GUANGDONGWENSFOODSTUFFGROUPCO.,LTD",SHZ,0.42
296,2020-12-31,300,沪深300,CSI 300,300529,健帆生物,"Jafron Biomedical Co.,Ltd.",SHZ,0.14
297,2020-12-31,300,沪深300,CSI 300,300601,康泰生物,"Shenzhen Kangtai Biological Products Co., Ltd.",SHZ,0.3
298,2020-12-31,300,沪深300,CSI 300,300628,亿联网络,YEALINK NETWORK TECHNOLOGY CORPORATION LIMITED,SHZ,0.1
299,2020-12-31,300,沪深300,CSI 300,300676,华大基因,"BGI Genomics Co., Ltd",SHZ,0.13
